10000,0.0001724
30000,0.000166467
50000,0.000179833
70000,0.0001971
90000,0.000194
110000,0.000194967
130000,0.000201667
150000,0.0001794
170000,0.0002032
190000,0.0001883
210000,0.0001902
230000,0.000205667
250000,0.000188367
270000,0.000152833
290000,0.000176233
310000,0.000186367
330000,0.000205
350000,0.000204233
370000,0.000195
390000,0.000214867
410000,0.000185067
430000,0.000201433
450000,0.000185533
470000,0.0001905
490000,0.000196067
510000,0.000202733
530000,0.000163133
550000,0.0001854
570000,0.0001947
590000,0.000205133
610000,0.000197667
630000,0.0001958
650000,0.000196567
670000,0.0001779
690000,0.000193067
710000,0.000191967
730000,0.000212367
750000,0.0002095
770000,0.0002038
790000,0.000159367
810000,0.000184233
830000,0.0002089
850000,0.000192233
870000,0.0001882
890000,0.0001782
910000,0.000191767
930000,0.000177767
950000,0.000177967
970000,0.0001739
990000,0.000201833
1010000,0.000191167
1030000,0.0001911
1050000,0.000154667
1070000,0.000176833
1090000,0.000174333
1110000,0.000195033
1130000,0.000194967
1150000,0.0001942
1170000,0.0002044
1190000,0.0001805
1210000,0.000169767
1230000,0.000191033
1250000,0.000199533
1270000,0.000183933
1290000,0.000183233
1310000,0.0001959
1330000,0.0001856
1350000,0.000198467
1370000,0.000196567
1390000,0.000203967
1410000,0.0002115
1430000,0.000203133
1450000,0.000181833
1470000,0.000200567
1490000,0.0001947
1510000,0.000185433
1530000,0.000208333
1550000,0.000187667
1570000,0.0002059
1590000,0.000186133
1610000,0.000187433
1630000,0.000189633
1650000,0.000200067
1670000,0.0002029
1690000,0.000180533
1710000,0.000152367
1730000,0.000184667
1750000,0.000193667
1770000,0.0002067
1790000,0.0001957
1810000,0.0002005
1830000,0.000194433
1850000,0.000173167
1870000,0.0001994
1890000,0.00021
1910000,0.000252633
1930000,0.0001983
1950000,0.0002033
1970000,0.000159967
1990000,0.000189767
2010000,0.000194533
2030000,0.000195967
2050000,0.000208967
2070000,0.000202733
2090000,0.000192367
2110000,0.0001673
2130000,0.000195067
2150000,0.000198667
2170000,0.0002031
2190000,0.0002002
2210000,0.000206
2230000,0.000147567
2250000,0.000187267
2270000,0.000196667
2290000,0.000198967
2310000,0.000213
2330000,0.0002091
2350000,0.000210167
2370000,0.000175967
2390000,0.0001797
2410000,0.000212233
2430000,0.000205133
2450000,0.000194333
2470000,0.000208267
2490000,0.0002024
2510000,0.000178667
2530000,0.000189367
2550000,0.000183767
2570000,0.000199967
2590000,0.0001946
2610000,0.000212033
2630000,0.000181233
2650000,0.000188667
2670000,0.0001776
2690000,0.000205733
2710000,0.0002008
2730000,0.000198567
2750000,0.0002005
2770000,0.0001688
2790000,0.000186933
2810000,0.0001854
2830000,0.000210333
2850000,0.000203567
2870000,0.000200267
2890000,0.000176
2910000,0.000184233
2930000,0.0001891
2950000,0.0002101
2970000,0.0002115
2990000,0.000201033
3010000,0.0002012
3030000,0.000169533
3050000,0.000187567
3070000,0.000194733
3090000,0.000205267
3110000,0.000196333
3130000,0.000198267
3150000,0.0001648
3170000,0.0001806
3190000,0.000199867
3210000,0.000185833
3230000,0.000196533
3250000,0.000180567
3270000,0.000195467
3290000,0.000172433
3310000,0.000190033
3330000,0.000193233
3350000,0.000205533
3370000,0.0002067
3390000,0.000212967
3410000,0.000165233
3430000,0.0001706
3450000,0.0001948
3470000,0.000174433
3490000,0.0002404
3510000,0.0002113
3530000,0.0002006
3550000,0.000167133
3570000,0.0001823
3590000,0.000179267
3610000,0.000210133
3630000,0.000192567
3650000,0.000202833
3670000,0.000619167
3690000,0.0001819
3710000,0.0001886
3730000,0.000201433
3750000,0.000214167
3770000,0.000206933
3790000,0.000202367
3810000,0.0001728
3830000,0.0001729
3850000,0.000197133
3870000,0.0002017
3890000,0.0002144
3910000,0.0002245
3930000,0.000201267
3950000,0.000186
3970000,0.000191967
3990000,0.000184867
4010000,0.000204267
4030000,0.000195767
4050000,0.000202233
4070000,0.000146967
4090000,0.0001812
4110000,0.000196333
4130000,0.000199767
4150000,0.0001959
4170000,0.000194367
4190000,0.000205967
4210000,0.000164967
4230000,0.000189733
4250000,0.0001868
4270000,0.000206967
4290000,0.000200767
4310000,0.0002098
4330000,0.000162667
4350000,0.000187033
4370000,0.000198333
4390000,0.000186267
4410000,0.0002039
4430000,0.00132527
4450000,0.0002113
4470000,0.000182267
4490000,0.000195633
4510000,0.0002037
4530000,0.000223033
